  ra              dec             W(C18O)       AV               AV_sig             AV_n   N(C18O)           N(H2)                   X(C18O)              W(13CO)   AV_2             AV_sig_2        AV_n_2   N(13CO)         N(H2)_2            X(13CO)           
  64.1875248764   27.77803        -0.0389133    1.55031781505    1.44620716189      18.0   -3.857864562E13   1.45729874614E21        -2.64727089913E-8    2.9479    1.5481262878     1.55457667965   20.0     2.92254806E15   1.45523871053E21   2.00829461094E-6  
  64.1875248764   27.7884466667   0.11181       1.53532814834    0.926558140377     18.0   1.10848434E14     1.44320845944E21        7.68069458536E-8     2.8676    1.49289277995    1.54818993571   19.0     2.84293864E15   1.40331921315E21   2.02586739593E-6  
  64.1875248764   27.7988633333   0.0333183     1.47475668658    0.492657498801     15.0   3.303176262E13    1.38627128539E21        2.382777669E-8       2.8161    1.41043721331    1.53933160307   17.0     2.79188154E15   1.32581098051E21   2.10579153517E-6  
  64.1875248764   27.80928        0.13215       1.4881594818     0.374637250344     17.0   1.3101351E14      1.3988699129E21         9.36566787178E-8     2.7831    1.37701721758    1.51241698443   16.0     2.75916534E15   1.29439618453E21   2.1316235114E-6   
  64.1875248764   27.8196966667   0.24158       1.55778568993    0.38015315819      14.0   2.39502412E14     1.46431854853E21        1.63558955283E-7     3.0643    1.47412851091    1.50409744781   15.0     3.03794702E15   1.38568080025E21   2.19238587952E-6  
  64.199281473    27.6946966667   0.15107       1.42995873264    0.7091085822       23.0   1.49770798E14     1.34416120868E21        1.11423240779E-7     2.0553    1.39868921893    1.53284601679   24.0     2.03762442E15   1.3147678658E21    1.54979785634E-6  
  64.199281473    27.7051133333   0.15954       1.25632800636    0.609250196167     25.0   1.58167956E14     1.18094832598E21        1.33933003265E-7     2.3084    1.25162316552    1.53506756156   25.0     2.28854776E15   1.17652577559E21   1.94517434932E-6  
  64.199281473    27.71553        0.0682064     1.20790976461    0.55381186753      26.0   6.761982496E13    1.13543517874E21        5.95541042116E-8     2.2549    1.20667017188    1.53553902501   25.0     2.23550786E15   1.13426996157E21   1.97087812932E-6  
  64.199281473    27.7259466667   0.0199257     1.17497151447    0.38342723339      22.0   1.975433898E13    1.1044732236E21         1.78857563568E-8     2.26      1.20730656897    1.54078677352   23.0     2.240564E15     1.13486817484E21   1.9742945037E-6   
  64.199281473    27.7363633333   -0.0764446    1.23317867745    0.278061040336     26.0   -7.578717644E13   1.1591879568E21         -6.53795409064E-8    3.1744    1.25688654361    1.54336638559   26.0     3.14710016E15   1.18147335099E21   2.66370812118E-6  
  64.199281473    27.74678        -0.0781986    1.32979417146    0.412137784779     22.0   -7.752609204E13   1.25000652117E21        -6.20205500748E-8    3.1142    1.34212441133    1.54736706019   22.0     3.08741788E15   1.26159694665E21   2.44722998752E-6  
  64.199281473    27.7571966667   -0.0518554    1.5075722726     0.53630611839      23.0   -5.140944356E13   1.41711793624E21        -3.62774630433E-8    2.8891    1.49503437912    1.55574050026   24.0     2.86425374E15   1.40533231637E21   2.03813269405E-6  
  64.199281473    27.7676133333   -0.11427      1.56954758451    1.04680730956      25.0   -1.13287278E14    1.47537472944E21        -7.67854266034E-8    3.2686    1.58132035798    1.56414063084   22.0     3.24049004E15   1.4864411365E21    2.18003253572E-6  
  64.199281473    27.77803        -0.00679545   1.56918691308    1.91474791186      20.0   -6.73700913E12    1.47503569829E21        -4.56735327681E-9    3.2674    1.5228811568     1.55925265769   21.0     3.23930036E15   1.4315082874E21    2.26285826531E-6  
  64.199281473    27.7884466667   0.0901324     1.44439820715    2.01055371194      19.0   8.935726136E13    1.35773431472E21        6.58135103392E-8     3.4266    1.40733938624    1.54827456901   20.0     3.39713124E15   1.32289902307E21   2.56794447706E-6  
  64.199281473    27.7988633333   0.11078       1.28394767394    1.88094356053      18.0   1.09827292E14     1.2069108135E21         9.09986809059E-8     3.3842    1.27210638565    1.53454191121   20.0     3.35509588E15   1.19578000251E21   2.80578022123E-6  
  64.199281473    27.80928        0.2652        1.25390250307    1.82783823689      19.0   2.6291928E14      1.17866835289E21        2.2306468088E-7      3.1405    1.18763035258    1.50708318232   19.0     3.1134917E15    1.11637253143E21   2.78893614126E-6  
  64.199281473    27.8196966667   0.53685       1.31737525397    1.85491177498      16.0   5.3223309E14      1.23833273873E21        4.29798125618E-7     3.1951    1.29799879035    1.50321955245   17.0     3.16762214E15   1.22011886293E21   2.59615864998E-6  
  64.2110380695   27.6946966667   0.22196       1.43777161811    1.49334464754      21.0   2.20051144E14     1.35150532103E21        1.62819295327E-7     1.8845    1.40593748676    1.53336866119   23.0     1.8682933E15    1.32158123755E21   1.41368025431E-6  
  64.2110380695   27.7051133333   0.20137       1.2358522946     1.51397359733      24.0   1.99638218E14     1.16170115692E21        1.71849891696E-7     1.765     1.23588292212    1.53329003583   24.0     1.749821E15     1.1617299468E21    1.5062201029E-6   
  64.2110380695   27.71553        0.0625183     1.1895655156     1.49057322581      26.0   6.198064262E13    1.11819158467E21        5.54293588593E-8     1.8099    1.18689330347    1.53344607214   25.0     1.79433486E15   1.11567970526E21   1.60828851824E-6  
  64.2110380695   27.7259466667   0.0062944     1.17480183774    1.24496545201      22.0   6.24026816E12     1.10431372748E21        5.65081100119E-9     2.5979    1.2103036686     1.53574241826   23.0     2.57555806E15   1.13768544849E21   2.26385778549E-6  
  64.2110380695   27.7363633333   -0.0324908    1.25514900863    0.958476074541     26.0   -3.221137912E13   1.17984006811E21        -2.73014792349E-8    3.4158    1.27416141124    1.53753766285   26.0     3.38642412E15   1.19771172657E21   2.82741167585E-6  
  64.2110380695   27.74678        -0.00473725   1.36976532982    0.849478960557     23.0   -4.69650965E12    1.28757941003E21        -3.64754951299E-9    3.6805    1.36972580394    1.54157108616   23.0     3.6488477E15    1.28754225571E21   2.83396345543E-6  
  64.2110380695   27.7571966667   -1.35845E-4   1.55728156727    0.748035126078     26.0   -1.34676733E11    1.46384467323E21        -9.20020651526E-11   3.6917    1.53034381423    1.55344025831   26.0     3.65995138E15   1.43852318538E21   2.54424219032E-6  
  64.2110380695   27.7676133333   4.9493E-4     1.58582308715    1.45930083411      28.0   4.90673602E11     1.49067370193E21        3.2916231189E-10     3.8745    1.57635150593    1.56289156225   25.0     3.8411793E15    1.48177041557E21   2.59229045177E-6  
  64.2110380695   27.77803        0.0669981     1.52287022779    2.56527633791      25.0   6.642191634E13    1.43149801412E21        4.64002853548E-8     3.4652    1.48779072661    1.55983425549   24.0     3.43539928E15   1.39852328302E21   2.45644768429E-6  
  64.2110380695   27.7884466667   0.0414318     1.35080561616    3.04427044065      23.0   4.107548652E13    1.26975727919E21        3.23490852883E-8     3.2096    1.35086964056    1.54793354776   23.0     3.18199744E15   1.26981746212E21   2.5058699655E-6   
  64.2110380695   27.7988633333   0.17406       1.16541931109    2.97792252961      21.0   1.72563084E14     1.09549415242E21        1.57520771442E-7     3.3211    1.20777568687    1.53268478511   22.0     3.29253854E15   1.13530914566E21   2.90012509157E-6  
  64.2110380695   27.80928        0.41263       1.14677753842    2.97419029577      23.0   4.09081382E14     1.07797088611E21        3.79492050546E-7     3.5197    1.15014710853    1.50608877532   22.0     3.48943058E15   1.08113828202E21   3.2275525139E-6   
  64.2110380695   27.8196966667   0.53615       1.24723182593    3.06182538852      20.0   5.3153911E14      1.17239791638E21        4.53377733426E-7     3.6645    1.29304753222    1.50476273852   20.0     3.6329853E15    1.21546468028E21   2.98896821843E-6  
  64.222794666    27.6946966667   -0.10396      1.40733900549    2.35740273218      21.0   -1.03065944E14    1.32289866516E21        -7.79091752939E-8    1.9817    1.41235519774    1.53942195243   23.0     1.96465738E15   1.32761388587E21   1.47984093938E-6  
  64.222794666    27.7051133333   -0.0790341    1.18856516367    2.26565949255      25.0   -7.835440674E13   1.11725125385E21        -7.01314108799E-8    1.7085    1.22906843496    1.53312228275   25.0     1.6938069E15    1.15532432886E21   1.46608779689E-6  
  64.222794666    27.71553        -0.0286972    1.14934669347    2.16940892833      27.0   -2.845040408E13   1.08038589186E21        -2.63335575689E-8    1.6418    1.18004331524    1.5301180801    26.0     1.62768052E15   1.10924071633E21   1.46738259427E-6  
  64.222794666    27.7259466667   0.0249016     1.15782685737    1.84186744221      24.0   2.468744624E13    1.08835724593E21        2.26832194414E-8     2.6766    1.22153553877    1.52563080628   24.0     2.65358124E15   1.14824340644E21   2.31099192481E-6  
  64.222794666    27.7363633333   0.19652       1.25885630313    1.42160763178      26.0   1.94829928E14     1.18332492495E21        1.646461795E-7       3.4193    1.29770526209    1.5257959704    25.0     3.38989402E15   1.21984294636E21   2.7789593981E-6   
  64.222794666    27.74678        0.26482       1.39119723629    1.10370840161      24.0   2.62542548E14     1.30772540211E21        2.00762750021E-7     4.1596    1.4010563537     1.52900352959   23.0     4.12382744E15   1.31699297248E21   3.13124483287E-6  
  64.222794666    27.7571966667   0.0654378     1.58664982294    0.885771699963     25.0   6.487503492E13    1.49145083357E21        4.34979373506E-8     4.114     1.56380246409    1.54379351373   25.0     4.0786196E15    1.46997431624E21   2.77461963446E-6  
  64.222794666    27.7676133333   0.10957       1.57706655996    1.94069305162      28.0   1.08627698E14     1.48244256636E21        7.3276159539E-8      3.579     1.57036899732    1.55510431358   26.0     3.5482206E15    1.47614685748E21   2.40370433472E-6  
  64.222794666    27.77803        0.16358       1.48001739741    3.27735408333      25.0   1.62173212E14     1.39121635356E21        1.16569368657E-7     3.6829    1.46279093237    1.5542476398    25.0     3.65122706E15   1.37502347643E21   2.65539252426E-6  
  64.222794666    27.7884466667   -0.0065304    1.29787108749    4.05250571804      22.0   -6.47423856E12    1.21999882224E21        -5.30675804106E-9    3.5282    1.31944725003    1.54298931409   23.0     3.49785748E15   1.24028041503E21   2.82021503977E-6  
  64.222794666    27.7988633333   0.15397       1.14272114684    4.0629337432       20.0   1.52645858E14     1.07415787803E21        1.42107469602E-7     3.185     1.1933464649     1.52713977003   22.0     3.157609E15     1.12174567701E21   2.81490632388E-6  
  64.222794666    27.80928        0.55518       1.16920685527    4.18492862181      21.0   5.50405452E14     1.09905444396E21        5.00799077812E-7     3.4474    1.19377845625    1.50132595555   21.0     3.41775236E15   1.12215174887E21   3.04571316975E-6  
  64.222794666    27.8196966667   0.53583       1.31961564875    4.33063075203      21.0   5.31221862E14     1.24043870983E21        4.28253212184E-7     3.875     1.36292443038    1.49890885158   22.0     3.841675E15     1.28114896456E21   2.99861694953E-6  
  64.222794666    27.8301133333   0.32457       1.61696123994    4.24276369379      23.0   3.21778698E14     1.51994356554E21        2.11704371988E-7     3.9022    1.60127069393    1.50491557995   24.0     3.86864108E15   1.50519445229E21   2.5701935548E-6   
  64.2345512625   27.6946966667   -0.0492965    1.38312780696    2.66954529796      18.0   -4.88725501E13    1.30014013854E21        -3.75902171245E-8    2.5847    1.30784416152    1.54515443878   20.0     2.56247158E15   1.22937351183E21   2.08437188157E-6  
  64.2345512625   27.7051133333   0.0210178     1.15887917539    2.5391981703       21.0   2.083704692E13    1.08934642486E21        1.91280261673E-8     2.1143    1.14532277863    1.52619493957   20.0     2.09611702E15   1.07660341191E21   1.946972299E-6    
  64.2345512625   27.71553        0.18943       1.13409088869    2.49438410761      21.0   1.87800902E14     1.06604543537E21        1.76165945437E-7     2.3773    1.11715814443    1.51569448814   19.0     2.35685522E15   1.05012865577E21   2.24434902053E-6  
  64.2345512625   27.7259466667   0.14834       1.17402494537    2.23595875277      19.0   1.47064276E14     1.10358344865E21        1.33260675648E-7     3.4475    1.22657453409    1.49963052552   20.0     3.4178515E15    1.15298006205E21   2.96436305579E-6  
  64.2345512625   27.7363633333   0.22376       1.29199636335    1.83809884935      21.0   2.21835664E14     1.21447658155E21        1.82659482587E-7     4.1993    1.33242982787    1.49594337922   20.0     4.16318602E15   1.2524840382E21    3.32394337414E-6  
  64.2345512625   27.74678        0.3897        1.43448049996    1.4510430106       19.0   3.8634858E14      1.34841166996E21        2.8652123725E-7      4.0132    1.45449354385    1.49590801106   18.0     3.97868648E15   1.36722393121E21   2.91004742469E-6  
  64.2345512625   27.7571966667   0.18234       1.62385544509    1.22094117932      20.0   1.80771876E14     1.52642411838E21        1.18428340998E-7     3.4063    1.60821808471    1.51336074865   19.0     3.37700582E15   1.51172499963E21   2.23387575176E-6  
  64.2345512625   27.7676133333   -0.0276067    1.59923121055    2.49705354375      25.0   -2.736928238E13   1.50327733792E21        -1.82064092165E-8    3.9172    1.60468477135    1.52883225125   20.0     3.88351208E15   1.50840368507E21   2.5745840576E-6   
  64.2345512625   27.77803        -0.00434968   1.52506418258    3.88475150824      23.0   -4.312272752E12   1.43356033163E21        -3.00808599183E-9    3.7856    1.54320819159    1.5345993843    20.0     3.75304384E15   1.45061570009E21   2.58720751455E-6  
  64.2345512625   27.7884466667   0.00465186    1.40182738961    4.93174201304      20.0   4.611854004E12    1.31771774624E21        3.49988001389E-9     3.196     1.45044222749    1.52816139384   19.0     3.1685144E15    1.36341569384E21   2.32395329928E-6  
  64.2345512625   27.7988633333   0.13092       1.32640473415    5.17227797414      19.0   1.29794088E14     1.2468204501E21         1.04100063477E-7     3.0801    1.41137566169    1.51490182414   19.0     3.05361114E15   1.32669312199E21   2.30167104162E-6  
  64.2345512625   27.80928        0.54626       1.41022125842    5.39251210396      21.0   5.41562164E14     1.32560798292E21        4.08538701471E-7     3.1984    1.56275271902    1.49135053155   18.0     3.17089376E15   1.46898755588E21   2.15855726437E-6  
  64.2345512625   27.8196966667   0.65716       1.56758934229    5.33101043368      21.0   6.51508424E14     1.47353398175E21        4.42140074182E-7     3.776     1.70608861171    1.48292349787   21.0     3.7435264E15    1.60372329501E21   2.33427201042E-6  
  64.2345512625   27.8301133333   0.4101        1.7923943522     4.7774304335       23.0   4.0657314E14      1.68485069107E21        2.41311080059E-7     3.8144    1.84810129236    1.47945026357   22.0     3.78159616E15   1.73721521482E21   2.17681501276E-6  
  64.2463078591   27.6321966667   0.15807       1.91528827137    5.51080087353      19.0   1.56710598E14     1.80037097508E21        8.70435039049E-8     3.1542    1.91464824615    1.54232749426   20.0     3.12707388E15   1.79976935139E21   1.73748590484E-6  
  64.2463078591   27.6426133333   0.31591       1.98362671103    5.0720565449       20.0   3.13193174E14     1.86460910836E21        1.67967201595E-7     3.3413    2.04284571714    1.55161146388   19.0     3.31256482E15   1.92027497411E21   1.72504712328E-6  
  64.2463078591   27.65303        0.51008       2.04531599522    4.30700176639      17.0   5.05693312E14     1.92259703551E21        2.63026158191E-7     3.3722    2.09225343192    1.55781040161   17.0     3.34319908E15   1.96671822601E21   1.69988717031E-6  
  64.2463078591   27.6634466667   0.3868        2.08872925128    3.48247250239      15.0   3.8347352E14      1.9634054962E21         1.95310403654E-7     3.1598    2.12776497044    1.5622240941    16.0     3.13262572E15   2.00009907221E21   1.5662352748E-6   
  64.2463078591   27.6738633333   0.24367       1.96665928828    2.72841626214      18.0   2.41574438E14     1.84865973098E21        1.30675447705E-7     2.8538    2.08598483686    1.56824640226   17.0     2.82925732E15   1.96082574665E21   1.44289074378E-6  
  64.2463078591   27.68428        0.46083       1.7874572582     2.4357642198       18.0   4.56866862E14     1.68020982271E21        2.71910600584E-7     3.0014    1.72430899001    1.57002697792   23.0     2.97558796E15   1.62085045061E21   1.83581894239E-6  
  64.2463078591   27.6946966667   0.12694       1.54855440569    2.58279775252      19.0   1.25848316E14     1.45564114134E21        8.64555915779E-8     2.9026    1.50694248963    1.56258155642   21.0     2.87763764E15   1.41652594025E21   2.03147542747E-6  
  64.2463078591   27.7051133333   0.0631287     1.34109751389    2.39847058257      20.0   6.258579318E13    1.26063166305E21        4.96463757132E-8     2.5724    1.40886759197    1.54496696743   21.0     2.55027736E15   1.32433553645E21   1.9257033356E-6   
  64.2463078591   27.71553        0.19524       1.31347292982    2.29626774116      20.0   1.93560936E14     1.23466455403E21        1.56772084667E-7     2.7992    1.39368886885    1.53313362476   20.0     2.77512688E15   1.31006753672E21   2.11830825679E-6  
  64.2463078591   27.7259466667   0.12286       1.32884843937    2.06334806256      19.0   1.21803404E14     1.24911753301E21        9.75115637892E-8     3.6858    1.43351195698    1.51088548018   22.0     3.65410212E15   1.34750123956E21   2.71176160193E-6  
  64.2463078591   27.7363633333   0.0509646     1.41317955322    1.77633856261      21.0   5.052630444E13    1.32838878002E21        3.80357807894E-8     3.9428    1.49764223669    1.50221678849   22.0     3.90889192E15   1.40778370249E21   2.77662819444E-6  
  64.2463078591   27.74678        0.22461       1.5306604033     1.47856329425      20.0   2.22678354E14     1.43882077911E21        1.54764482994E-7     3.9133    1.58326461539    1.49694837576   21.0     3.87964562E15   1.48826873847E21   2.60681792187E-6  
  64.2463078591   27.7571966667   0.19859       1.69077772621    1.44147894329      20.0   1.96882126E14     1.58933106264E21        1.23877353579E-7     3.294     1.67430499887    1.50712258266   21.0     3.2656716E15    1.57384669894E21   2.07496168604E-6  
  64.2463078591   27.7676133333   -0.0420812    1.65969759239    2.66167812341      25.0   -4.171930168E13   1.56011573685E21        -2.67411581684E-8    3.4556    1.70132490098    1.51629941892   23.0     3.42588184E15   1.59924540692E21   2.14218644942E-6  
