  ra              dec             W(C18O)       AV               AV_sig          AV_n   N(C18O)           N(H2)              X(C18O)              W(N2H)         
  64.3638704927   27.6009444444   0.23541       2.20905879103    1.47548487891   16.0   2.33385474E14     2.07651526356E21   1.12392852629E-7     -0.0714136     
  64.3638704927   27.6113611111   0.35463       2.28214096966    1.48897426625   17.0   3.51580182E14     2.14521251148E21   1.63890607629E-7     0.08166447     
  64.3638704927   27.6217777778   0.44074       2.31801798921    1.49861623629   15.0   4.36949636E14     2.17893690986E21   2.00533404167E-7     -0.0192534     
  64.3638704927   27.6321944444   0.48424       2.34312694072    1.49914056302   13.0   4.80075536E14     2.20253932428E21   2.17964569671E-7     0.0161019      
  64.3638704927   27.6426111111   0.53402       2.27725185913    1.48686179038   12.0   5.29427428E14     2.14061674759E21   2.47324715457E-7     0.2195663      
  64.3638704927   27.6530277778   0.56995       2.25574636173    1.47368006182   8.0    5.6504843E14      2.12040158003E21   2.66481800109E-7     0.152232       
  64.3638704927   27.6634444444   0.77274       3.01675393684    1.44906441136   8.0    7.66094436E14     2.83574870063E21   2.70155968274E-7     0.2604904      
  64.3638704927   27.6738611111   1.2337        5.35100609204    1.43228935223   9.0    1.22309018E15     5.02994572651E21   2.43161705215E-7     0.228044       
  64.3638704927   27.6842777778   1.5366        7.23635360498    1.45588017545   9.0    1.52338524E15     6.80217238868E21   2.23955694292E-7     -0.02857816    
  64.3638704927   27.6946944444   1.8615        8.10565700878    1.46842587191   6.0    1.8454911E15      7.61931758825E21   2.42212124462E-7     0.039835795    
  64.3638704927   27.7051111111   1.871         7.75220693149    1.47364252843   8.0    1.8549094E15      7.2870745156E21    2.54547884206E-7     0.2197361      
  64.3638704927   27.7155277778   1.6178        7.46029464436    1.47497299978   9.0    1.60388692E15     7.0126769657E21    2.2871250563E-7      0.11274996     
  64.3638704927   27.7259444444   1.4622        7.14339964251    1.47775704536   9.0    1.44962508E15     6.71479566396E21   2.15885211188E-7     -0.02356723    
  64.3638704927   27.7363611111   1.3977        6.48844092507    1.50043017308   12.0   1.38567978E15     6.09913446957E21   2.2719285612E-7      -0.04770426    
  64.3638704927   27.7467777778   1.3428        5.5871004411     1.54054239625   17.0   1.33125192E15     5.25187441463E21   2.53481293515E-7     0.0631057      
  64.3638704927   27.7571944444   1.2904        4.84296887358    1.59617414443   16.0   1.27930256E15     4.55239074117E21   2.8101774051E-7      0.1003561      
  64.3638704927   27.7676111111   1.1198        4.37006697291    1.62682499562   16.0   1.11016972E15     4.10786295454E21   2.70254809444E-7     0.1292241      
  64.3638704927   27.7780277778   0.95147       4.21985969859    1.63976580032   16.0   9.43287358E14     3.96666811668E21   2.37803448702E-7     0.0979889      
  64.3638704927   27.7884444444   0.67725       4.0234396524     1.64460598192   15.0   6.7142565E14      3.78203327325E21   1.77530339235E-7     -0.0624858     
  64.3638704927   27.7988611111   0.64348       3.87831634073    1.63518792456   15.0   6.37946072E14     3.64561736028E21   1.7498986014E-7      -0.1217074     
  64.3638704927   27.8092777778   0.705         3.73376721554    1.61226369611   20.0   6.98937E14        3.50974118261E21   1.99142034593E-7     -0.1306698     
  64.3638704927   27.8196944444   0.43377       3.78902034451    1.57520177123   18.0   4.30039578E14     3.56167912384E21   1.20740685235E-7     -0.0882721     
  64.3638704927   27.8301111111   0.65398       4.09946386487    1.55073483482   15.0   6.48355772E14     3.85349603298E21   1.68251314249E-7     0.1166981      
  64.3638704927   27.8405277778   0.8471        4.39644504531    1.53070406296   13.0   8.3981494E14      4.13265834259E21   2.03214219609E-7     0.3260093      
  64.3638704927   27.8509444444   0.91071       4.59891878105    1.52397809376   13.0   9.02877894E14     4.32298365419E21   2.08855264379E-7     0.2846494      
  64.3638704927   27.8613611111   1.2053        4.68747293262    1.51525417267   15.0   1.19493442E15     4.40622455666E21   2.71192356321E-7     0.2775291      
  64.3638704927   27.8717777778   1.1827        4.45450240071    1.50670936231   16.0   1.17252878E15     4.18723225667E21   2.80024777258E-7     0.04783616     
  64.3638704927   27.8821944444   0.93109       3.87410121263    1.50300786892   15.0   9.23082626E14     3.64165513988E21   2.5347886896E-7      -0.16431987    
  64.3638704927   27.8926111111   0.97859       3.24286833758    1.499037788     11.0   9.70174126E14     3.04829623733E21   3.18267665104E-7     0.0352591      
  64.3638704927   27.9030277778   1.0733        2.94878502252    1.49889660297   11.0   1.06406962E15     2.77185792117E21   3.83883175206E-7     0.4850497      
  64.3638704927   27.9134444444   0.72071       2.84639334009    1.49165358659   10.0   7.14511894E14     2.67560973968E21   2.67046379523E-7     0.5818946      
  64.3638704927   27.9238611111   0.51419       3.07626901673    1.47775739801   17.0   5.09767966E14     2.89169287573E21   1.76287035971E-7     0.1765895912   
  64.3638704927   27.9342777778   0.44777       3.26890422045    1.46831725553   17.0   4.43919178E14     3.07276996722E21   1.44468731059E-7     0.132361       
  64.3638704927   27.9446944444   0.58777       3.21955577817    1.48207024877   21.0   5.82715178E14     3.02638243148E21   1.9254512316E-7      0.4380212      
  64.3638704927   27.9551111111   0.62724       3.13063267074    1.49881771835   18.0   6.21845736E14     2.9427947105E21    2.11311286439E-7     0.2898394      
  64.3638704927   27.9655277778   0.40751       3.07127118231    1.52289018072   21.0   4.04005414E14     2.88699491137E21   1.39939773503E-7     -0.12362       
  64.3638704927   27.9759444444   0.547         3.07203032249    1.54723614055   20.0   5.422958E14       2.88770850314E21   1.87794508833E-7     0.154327       
  64.3638704927   27.9863611111   0.71716       3.15011876198    1.57464315497   19.0   7.10992424E14     2.96111163626E21   2.40109969274E-7     0.4433109      
  64.3638704927   27.9967777778   0.73144       3.52547268047    1.59980750527   17.0   7.25149616E14     3.31394431964E21   2.18817682513E-7     0.5416348      
  64.3638704927   28.0071944444   0.68127       3.97346816765    1.60594219936   13.0   6.75411078E14     3.73506007759E21   1.80830043954E-7     0.62217        
  64.3638704927   28.0176111111   0.65783       3.94368604132    1.57230336701   14.0   6.52172662E14     3.70706487884E21   1.75926961981E-7     0.4899465      
  64.3638704927   28.0280277778   0.70955       4.23261875788    1.5296520253    9.0    7.0344787E14      3.9786616324E21    1.76805150825E-7     0.66867534     
  64.3638704927   28.0384444444   0.89723       4.04297248291    1.50583139898   9.0    8.89513822E14     3.80039413394E21   2.34058308336E-7     0.2133559      
  64.3638704927   28.0488611111   0.93453       3.81973068357    1.48170882422   9.0    9.26493042E14     3.59054684256E21   2.58036751121E-7     -0.040362      
  64.3638704927   28.0592777778   0.82378       3.84754912984    1.48085587882   9.0    8.16695492E14     3.61669618205E21   2.25812578909E-7     -0.1453254     
  64.3638704927   28.0696944444   0.5281        3.71707947957    1.47364267681   11.0   5.2355834E14      3.49405471079E21   1.49842627931E-7     -0.01896004    
  64.3638704927   28.0801111111   0.28778       3.51948373065    1.46372101328   11.0   2.85305092E14     3.30831470681E21   8.62388005024E-8     -0.2016003     
  64.3638704927   28.0905277778   0.54523       3.25144337286    1.45495761771   10.0   5.40541022E14     3.05635677048E21   1.76857959522E-7     -0.040409      
  64.3638704927   28.1009444444   0.75192       3.0359189115     1.45951324161   10.0   7.45453488E14     2.85376377681E21   2.61217657207E-7     0.2096424      
  64.3638704927   28.1113611111   0.66315       2.90395265982    1.46112567229   10.0   6.5744691E14      2.72971550023E21   2.40848143312E-7     0.1945783      
  64.3638704927   28.1217777778   0.89535       2.93756325757    1.4660682918    11.0   8.8764999E14      2.76130946212E21   3.21459800931E-7     -0.0814057     
  64.3638704927   28.1321944444   1.0044        3.17166737577    1.4720224761    10.0   9.9576216E14      2.98136733322E21   3.33995126633E-7     -0.3595703     
  64.3638704927   28.1426111111   0.75551       3.75209225545    1.47694417527   13.0   7.49012614E14     3.52696672012E21   2.12367360805E-7     -0.2489403     
  64.3638704927   28.1530277778   0.87543       4.33737504507    1.48867248585   13.0   8.67901302E14     4.07713254236E21   2.12870514506E-7     -0.13430155    
  64.3638704927   28.1634444444   0.87951       4.73541822301    1.50161150983   14.0   8.71946214E14     4.45129312963E21   1.9588604673E-7      -0.13676061    
  64.3638704927   28.1738611111   0.84931       4.97547645648    1.51472539736   12.0   8.42005934E14     4.67694786909E21   1.80033209171E-7     -0.1044647     
  64.3638704927   28.1842777778   0.69113       5.03303234683    1.52155506361   10.0   6.85186282E14     4.73105040602E21   1.44827516766E-7     -0.1617618     
  64.3638704927   28.1946944444   0.54331       4.9738311723     1.52732527383   9.0    5.38637534E14     4.67540130197E21   1.15206695471E-7     0.04666838     
  64.3638704927   28.2051111111   0.97512       5.09316234325    1.50743822922   12.0   9.66733968E14     4.78757260265E21   2.0192570395E-7      -0.0616504     
  64.3638704927   28.2155277778   1.0608        5.23569575283    1.49332331106   13.0   1.05167712E15     4.92155400766E21   2.1368801772E-7      -0.09616582    
  64.3638704927   28.2259444444   0.63551       5.29268661324    1.48566704957   11.0   6.30044614E14     4.97512541645E21   1.26638940984E-7     -0.0991724     
  64.3638704927   28.2363611111   0.67092       5.3143476179     1.49241101579   9.0    6.65150088E14     4.99548676083E21   1.33150205345E-7     -0.1106468     
  64.3638704927   28.2467777778   0.59365       5.20044235714    1.50541617906   8.0    5.8854461E14      4.88841581571E21   1.20395774866E-7     -0.0274511     
  64.3638704927   28.2571944444   0.74796       5.07635530539    1.51558038574   8.0    7.41527544E14     4.77177398706E21   1.5539871461E-7      0.19221996     
  64.3638704927   28.2676111111   0.93469       4.93196883802    1.52164551129   8.0    9.26651666E14     4.63605070774E21   1.99879536359E-7     0.2446859      
  64.3638704927   28.2780277778   0.89981       5.13081120149    1.52165080874   9.0    8.92071634E14     4.8229625294E21    1.84963417933E-7     0.11162937     
  64.3638704927   28.2884444444   1.075         5.75400594345    1.51837642357   5.0    1.065755E15       5.40876558684E21   1.97042186963E-7     0.0980951      
  64.3638704927   28.2988611111   1.3332        5.62812707015    1.49935977377   5.0    1.32173448E15     5.29043944594E21   2.49834535204E-7     0.151739       
  64.3638704927   28.3092777778   1.5801        5.35906064885    1.49794988535   5.0    1.56651114E15     5.037517009919999E21 3.10968903314E-7     0.20858347     
  64.3638704927   28.3196944444   1.9289        4.9728827426     1.49315401696   5.0    1.91231146E15     4.67450977804E21   4.09093477349E-7     0.1168259      
  64.3638704927   28.3301111111   2.4552        4.66112515411    1.48731690272   5.0    2.43408528E15     4.38145764487E21   5.55542350809E-7     0.2023643      
  64.3638704927   28.3405277778   2.5306        4.42837346124    1.48025028037   5.0    2.50883684E15     4.16267105357E21   6.02698797891E-7     0.1090513      
  64.3638704927   28.3509444444   2.6667        4.33345925005    1.47575271356   6.0    2.64376638E15     4.07345169504E21   6.49023623679E-7     -0.0934057     
  64.3638704927   28.3613611111   2.8023        4.33216356936    1.4713274084    6.0    2.77820022E15     4.0722337552E21    6.82230045476E-7     0.2093392      
  64.3638704927   28.3717777778   2.9056        4.84989926728    1.477755695     6.0    2.88061184E15     4.55890531124E21   6.31864810374E-7     0.2346588      
  64.3638704927   28.3821944444   2.52          6.05933428025    1.46107427302   4.0    2.498328E15       5.69577422343E21   4.38628341292E-7     -0.0761836     
  64.3638704927   28.3926111111   2.1316        6.51599166514    1.43092007221   5.0    2.11326824E15     6.12503216524E21   3.45021574253E-7     -0.3157409     
  64.3638704927   28.4030277778   1.9892        6.51210963342    1.40612100295   5.0    1.97209288E15     6.12138305542E21   3.22164592895E-7     -0.3571916     
  64.3638704927   28.4134444444   1.8069        6.42566682214    1.3952191821    6.0    1.79136066E15     6.04012681281E21   2.96576663953E-7     0.03142858     
  64.3638704927   28.4238611111   1.3592        6.27517026806    1.41184963922   7.0    1.34751088E15     5.89866005198E21   2.28443556354E-7     0.1616179      
  64.3638704927   28.4342777778   0.97677       5.68001465883    1.43332830862   9.0    9.68369778E14     5.3392137793E21    1.81369358491E-7     0.0619613      
  64.3638704927   28.4446944444   1.0296        5.20891978162    1.45593673095   11.0   1.02074544E15     4.89638459472E21   2.08469212386E-7     -0.211771327   
  64.3638704927   28.4551111111   0.96187       4.77695673809    1.47261090377   14.0   9.53597918E14     4.4903393338E21    2.123665601E-7       -0.0822916     
  64.3638704927   28.4655277778   0.75856       4.48371950552    1.48306082299   19.0   7.52036384E14     4.21469633519E21   1.78431925859E-7     0.082235365    
  64.3638704927   28.4759444444   0.33057       4.35528171611    1.48793706604   17.0   3.27727098E14     4.09396481315E21   8.00512737549E-8     -0.13680571    
  64.3638704927   28.4863611111   0.19065       4.31471810681    1.49150667967   20.0   1.8901041E14      4.0558350204E21    4.66020952651E-8     -0.1275978     
  64.3638704927   28.4967777778   0.3348        4.21303420472    1.50584497394   21.0   3.3192072E14      3.96025215244E21   8.38130268537E-8     0.047816       
  64.3638704927   28.5071944444   0.45644       4.13123357049    1.5179298131    21.0   4.52514616E14     3.88335955626E21   1.1652658206E-7      -0.2389378     
  64.3638704927   28.5176111111   0.52538       4.05460454948    1.54413162587   18.0   5.20861732E14     3.81132827651E21   1.36661471857E-7     0.20108519     
  64.3638704927   28.5280277778   0.71398       3.87117936705    1.57552409365   18.0   7.07839772E14     3.63890860503E21   1.94519799432E-7     0.49741        
  64.3638704927   28.5384444444   0.57327       3.8487498129     1.60180823953   18.0   5.68339878E14     3.61782482412E21   1.57094360736E-7     0.49949        
  64.3638704927   28.5488611111   0.44025       3.47738416065    1.59802447939   14.0   4.3646385E14      3.26874111102E21   1.33526588731E-7     0.50836        
  64.3756270889   27.5280277778   0.65444       1.88430628381    1.48780131288   19.0   6.48811816E14     1.77124790678E21   3.66302093297E-7     0.2036604      
  64.3756270889   27.5384444444   0.54071       1.84228703433    1.48622623019   18.0   5.36059894E14     1.73174981227E21   3.09548117287E-7     0.15749        
  64.3756270889   27.5488611111   0.32286       1.75889289228    1.48421530322   18.0   3.20083404E14     1.65335931875E21   1.93595790323E-7     -0.0131938     
  64.3756270889   27.5592777778   0.14686       1.74808660771    1.47555379066   19.0   1.45597004E14     1.64320141125E21   8.86056955668E-8     -0.0417378     
  64.3756270889   27.5696944444   0.0937794     1.78291529802    1.46327381327   20.0   9.297289716E13    1.67594038014E21   5.54750623958E-8     0.0067712      
  64.3756270889   27.5801111111   0.1809        1.92545659762    1.4544618998    20.0   1.7934426E14      1.80992920176E21   9.90891023943E-8     -0.04813117    
  64.3756270889   27.5905277778   0.37961       2.08521694097    1.46036744296   20.0   3.76345354E14     1.96010392451E21   1.92002755208E-7     -0.1128257     
  64.3756270889   27.6009444444   0.33552       2.30954875067    1.46675490557   18.0   3.32634528E14     2.17097582563E21   1.53218900032E-7     0.013733       
  64.3756270889   27.6113611111   0.32756       2.45903045877    1.47786317548   18.0   3.24742984E14     2.31148863125E21   1.40490841966E-7     0.1954289      
  64.3756270889   27.6217777778   0.32365       2.57543012078    1.48816269029   14.0   3.2086661E14      2.42090431353E21   1.3253998029E-7      0.11838427     
  64.3756270889   27.6321944444   0.52313       2.68965322539    1.49317039876   12.0   5.18631082E14     2.52827403186E21   2.0513246407E-7      0.0263085      
  64.3756270889   27.6426111111   0.79828       2.62048849344    1.48388992937   11.0   7.91414792E14     2.46325918383E21   3.21287665218E-7     0.08875139     
  64.3756270889   27.6530277778   1.0461        2.57037079625    1.47152148361   7.0    1.03710354E15     2.41614854848E21   4.29238318419E-7     0.1444512      
  64.3756270889   27.6634444444   1.3646        3.69969344461    1.44344094623   6.0    1.35286444E15     3.47771183793E21   3.89009930393E-7     0.26229393     
  64.3756270889   27.6738611111   1.8653        6.33382322872    1.4154107787    7.0    1.84925842E15     5.953793835E21     3.10601688814E-7     0.2438254      
  64.3756270889   27.6842777778   2.1817        7.99990254577    1.43377850791   7.0    2.16293738E15     7.51990839302E21   2.87628155418E-7     0.0631598      
  64.3756270889   27.6946944444   2.493         8.4614959403     1.44226586509   5.0    2.4715602E15      7.95380618388E21   3.10739304285E-7     0.0616857      
  64.3756270889   27.7051111111   2.5075        8.09167628732    1.44555087702   8.0    2.4859355E15      7.60617571008E21   3.26831195433E-7     0.1283873      
  64.3756270889   27.7155277778   2.0733        7.81608417809    1.44702229538   9.0    2.05546962E15     7.34711912741E21   2.79765386181E-7     -0.00202987    
  64.3756270889   27.7259444444   1.7886        7.55551223122    1.44881248122   9.0    1.77321804E15     7.10218149734E21   2.49672307116E-7     0.192412       
  64.3756270889   27.7363611111   1.7321        6.99846050417    1.47017189885   12.0   1.71720394E15     6.57855287392E21   2.61030651104E-7     0.095207301    
  64.3756270889   27.7467777778   1.6688        6.24371046133    1.52586686321   17.0   1.65444832E15     5.86908783365E21   2.81891899882E-7     -0.0035486     
  64.3756270889   27.7571944444   1.5163        5.63924033247    1.58659033869   16.0   1.50325982E15     5.30088591252E21   2.83586525877E-7     0.0690701      
  64.3756270889   27.7676111111   1.2667        5.20397225311    1.62564166632   17.0   1.25580638E15     4.89173391793E21   2.56720091704E-7     0.23408387     
  64.3756270889   27.7780277778   1.2828        5.03573780464    1.64394833228   17.0   1.27176792E15     4.73359353636E21   2.68668594004E-7     0.2121808      
  64.3756270889   27.7884444444   1.0443        4.80881207569    1.65041885229   17.0   1.03531902E15     4.52028335115E21   2.29038522494E-7     0.06879389     
  64.3756270889   27.7988611111   0.72586       4.62141007539    1.64025622553   17.0   7.19617604E14     4.34412547087E21   1.65653043133E-7     0.06767334     
  64.3756270889   27.8092777778   0.58773       4.3478066781     1.60868720211   22.0   5.82675522E14     4.08693827741E21   1.42570179056E-7     0.09932171     
  64.3756270889   27.8196944444   0.37477       4.21294767194    1.56443710423   20.0   3.71546978E14     3.96017081162E21   9.38209475484E-8     -0.1332215     
  64.3756270889   27.8301111111   0.55736       4.3606597148     1.52381794995   16.0   5.52566704E14     4.09902013192E21   1.34804584076E-7     -0.2282526     
  64.3756270889   27.8405277778   0.61764       4.61432641329    1.49933637831   14.0   6.12328296E14     4.33746682849E21   1.41171868331E-7     0.0258365      
  64.3756270889   27.8509444444   0.98817       4.84307245942    1.48917005112   13.0   9.79671738E14     4.55248811186E21   2.15194793249E-7     0.2248909      
  64.3756270889   27.8613611111   1.5033        5.04935725331    1.48225481619   15.0   1.49037162E15     4.74639581811E21   3.14000702241E-7     0.123439       
  64.3756270889   27.8717777778   1.196         4.97550256139    1.47823993215   15.0   1.1857144E15      4.67697240771E21   2.53521786454E-7     0.1490236      
  64.3756270889   27.8821944444   0.88168       4.45520809611    1.48290282771   14.0   8.74097552E14     4.18789561034E21   2.08719995274E-7     0.0736301      
  64.3756270889   27.8926111111   0.98281       3.78492343282    1.48909398971   9.0    9.74357834E14     3.55782802685E21   2.73863105987E-7     0.2717536      
  64.3756270889   27.9030277778   0.87152       3.4695046232     1.49419374293   10.0   8.64024928E14     3.26133434581E21   2.64929883411E-7     0.3258153      
  64.3756270889   27.9134444444   0.74254       3.44994070821    1.49551683369   9.0    7.36154156E14     3.24294426571E21   2.27001790867E-7     0.3684206      
  64.3756270889   27.9238611111   0.74632       3.86729314323    1.48099319252   16.0   7.39901648E14     3.63525555463E21   2.03534974881E-7     0.3599863      
  64.3756270889   27.9342777778   0.60809       4.17053639324    1.47021343599   16.0   6.02860426E14     3.92030420965E21   1.53778991058E-7     0.52226        
  64.3756270889   27.9446944444   0.57273       3.98953891376    1.48912843735   20.0   5.67804522E14     3.75016657894E21   1.51407813506E-7     0.7912616      
  64.3756270889   27.9551111111   0.58628       3.77107648487    1.50668375206   17.0   5.81237992E14     3.54481189578E21   1.63968641804E-7     0.465097       
  64.3756270889   27.9655277778   0.48929       3.53764027053    1.53164337496   19.0   4.85082106E14     3.32538185429E21   1.45872602683E-7     -0.0267457     
  64.3756270889   27.9759444444   0.76665       3.3822950354     1.55615104574   19.0   7.6005681E14      3.17935733327E21   2.39059888628E-7     0.1511811      
  64.3756270889   27.9863611111   0.74581       3.26578233214    1.58274623341   17.0   7.39396034E14     3.06983539221E21   2.40858528075E-7     0.5207618      
  64.3756270889   27.9967777778   0.88754       3.41898595234    1.60367731466   16.0   8.79907156E14     3.2138467952E21    2.73786279207E-7     0.2170547      
  64.3756270889   28.0071944444   0.87813       3.658436187      1.60726881133   12.0   8.70578082E14     3.43893001578E21   2.53153765271E-7     0.0964693      
  64.3756270889   28.0176111111   0.70987       3.77902969964    1.56565641745   12.0   7.03765118E14     3.55228791766E21   1.98116012641E-7     0.2649035      
  64.3756270889   28.0280277778   0.7833        5.23800283516    1.53157432338   7.0    7.7656362E14      4.92372266505E21   1.57718797915E-7     0.5205795      
  64.3756270889   28.0384444444   0.91445       5.6803525819     1.52203787046   8.0    9.0658573E14      5.33953142699E21   1.69787507087E-7     0.2321885      
  64.3756270889   28.0488611111   0.97922       5.86080406422    1.51368735917   9.0    9.70798708E14     5.50915582037E21   1.76215510988E-7     0.4484216      
  64.3756270889   28.0592777778   0.92142       5.99836756394    1.51715816247   9.0    9.13495788E14     5.6384655101E21    1.62011417178E-7     0.12699926     
  64.3756270889   28.0696944444   0.75127       5.56939383187    1.50489822668   11.0   7.44809078E14     5.23523020196E21   1.42268639442E-7     -0.15159941    
  64.3756270889   28.0801111111   0.37388       4.87619865848    1.48515121142   11.0   3.70664632E14     4.58362673897E21   8.08671065749E-8     -0.5112391     
  64.3756270889   28.0905277778   0.63712       4.12040153693    1.46734834465   9.0    6.31640768E14     3.87317744471E21   1.63080772058E-7     -0.3351223     
  64.3756270889   28.1009444444   0.94211       3.80342647906    1.47425016242   11.0   9.34007854E14     3.57522089032E21   2.61244796519E-7     0.0569688      
  64.3756270889   28.1113611111   0.95007       3.77034770173    1.47755715334   11.0   9.41899398E14     3.54412683963E21   2.65763456169E-7     0.1457165      
  64.3756270889   28.1217777778   0.99877       4.11749153006    1.49245827197   11.0   9.90180578E14     3.87044203825E21   2.55831392955E-7     0.0633408      
  64.3756270889   28.1321944444   0.92747       4.63108321767    1.50514088505   13.0   9.19493758E14     4.35321822461E21   2.11221609062E-7     -0.332051      
  64.3756270889   28.1426111111   0.83236       4.98963297979    1.50873950092   16.0   8.25201704E14     4.690255001E21     1.75939624567E-7     -0.1225415     
  64.3756270889   28.1530277778   0.90889       5.30068605599    1.51214272834   17.0   9.01073546E14     4.98264489263E21   1.80842417113E-7     0.141259       
  64.3756270889   28.1634444444   0.81157       5.36548140779    1.51402138051   19.0   8.04590498E14     5.04355252332E21   1.59528525633E-7     0.0406458      
  64.3756270889   28.1738611111   0.98619       5.459847069      1.51704465427   18.0   9.77708766E14     5.13225624486E21   1.90502718366E-7     -0.0968889     
  64.3756270889   28.1842777778   1.0596        5.48558906887    1.51393306705   15.0   1.05048744E15     5.15645372474E21   2.03722848313E-7     0.137541198    
  64.3756270889   28.1946944444   0.90256       5.48141779938    1.51164457215   14.0   8.94797984E14     5.15253273142E21   1.73661775799E-7     0.20256938     
  64.3756270889   28.2051111111   1.1468        5.48425744158    1.48879595652   17.0   1.13693752E15     5.15520199508E21   2.20541798573E-7     0.1581833      
  64.3756270889   28.2155277778   1.1952        5.55891992465    1.4736035813    15.0   1.18492128E15     5.22538472917E21   2.26762495283E-7     0.2423741      
  64.3756270889   28.2259444444   1.0           5.6182784136     1.47551313616   13.0   9.914E14          5.28118170878E21   1.87723137485E-7     0.0612363      
  64.3756270889   28.2363611111   0.76247       5.66051451133    1.48808686977   10.0   7.55912758E14     5.32088364065E21   1.42065267548E-7     0.0284855      
  64.3756270889   28.2467777778   0.65466       5.7398633811     1.50019125081   8.0    6.49029924E14     5.39547157823E21   1.20291602799E-7     0.2111391      
  64.3756270889   28.2571944444   0.92563       5.71704833636    1.50869730051   8.0    9.17669582E14     5.37402543618E21   1.70760185804E-7     0.3791865      
  64.3756270889   28.2676111111   1.0257        5.66317961377    1.51476451331   8.0    1.01687898E15     5.32338883695E21   1.91020985156E-7     0.3555737      
  64.3756270889   28.2780277778   0.98003       5.92583584398    1.51682009579   9.0    9.71601742E14     5.57028569334E21   1.74425836571E-7     0.2018296      
  64.3756270889   28.2884444444   0.86637       6.7021636442     1.50657865643   5.0    8.58919218E14     6.30003382555E21   1.36335651805E-7     0.14784663     
  64.3756270889   28.2988611111   1.017         6.5028580146     1.52050852662   5.0    1.0082538E15      6.11268653373E21   1.64944463361E-7     0.1918522      
  64.3756270889   28.3092777778   1.3195        6.21090582363    1.51748611183   5.0    1.3081523E15      5.83825147421E21   2.24065767941E-7     0.1929379      
  64.3756270889   28.3196944444   1.4434        6.00919290038    1.51801893303   7.0    1.43098676E15     5.64864132635E21   2.533329127E-7       -0.0039073     
  64.3756270889   28.3301111111   1.7954        5.84201229971    1.51555127128   7.0    1.77995956E15     5.49149156173E21   3.24130437057E-7     0.0702861      
  64.3756270889   28.3405277778   1.9353        5.78882963498    1.51269468578   7.0    1.91865642E15     5.44149985688E21   3.52596980697E-7     0.1915216      
  64.3756270889   28.3509444444   2.2057        5.89159803101    1.51463511504   8.0    2.18673098E15     5.53810214915E21   3.9485204879E-7      0.2004922      
  64.3756270889   28.3613611111   2.5911        6.09619768109    1.51687662172   8.0    2.56881654E15     5.73042582022E21   4.4827672857E-7      0.2647141      
  64.3756270889   28.3717777778   2.589         6.41015337064    1.52091348787   8.0    2.5667346E15      6.0255441684E21    4.25975568059E-7     0.124671       
  64.3756270889   28.3821944444   2.3954        6.74807583681    1.52198016205   7.0    2.37479956E15     6.3431912866E21    3.74385613282E-7     -0.220075      
  64.3756270889   28.3926111111   2.2829        7.01397505535    1.51575330996   7.0    2.26326706E15     6.59313655203E21   3.43276230083E-7     -0.3311242     
  64.3756270889   28.4030277778   2.1463        6.9244833341     1.49693565361   5.0    2.12784182E15     6.50901433405E21   3.26906918743E-7     -0.3023972     
  64.3756270889   28.4134444444   1.98          6.76975139549    1.48121563973   7.0    1.962972E15       6.36356631176E21   3.08470424261E-7     -0.0924947     
  64.3756270889   28.4238611111   1.6059        6.5308620357     1.4786393968    8.0    1.59208926E15     6.13901031356E21   2.59339727201E-7     0.08603665     
  64.3756270889   28.4342777778   0.83989       5.76541446939    1.47075439872   10.0   8.32666946E14     5.41948960122E21   1.53643056315E-7     0.1594509      
  64.3756270889   28.4446944444   0.63682       5.17424642746    1.46637293191   12.0   6.31343348E14     4.86379164181E21   1.2980476848E-7      0.0322246      
  64.3756270889   28.4551111111   0.6177        4.75760318211    1.4679363243    16.0   6.1238778E14      4.47214699118E21   1.36933732547E-7     0.00703866     
  64.3756270889   28.4655277778   0.81389       4.54429005569    1.47414952065   20.0   8.06890546E14     4.27163265235E21   1.88895116146E-7     -0.08668532    
  64.3756270889   28.4759444444   0.50612       4.52653686004    1.48267207393   19.0   5.01767368E14     4.25494464844E21   1.17925709841E-7     -0.0913219     
  64.3756270889   28.4863611111   0.18357       4.58562589474    1.49075809124   20.0   1.81991298E14     4.31048834106E21   4.22205753967E-8     0.1570003      
  64.3756270889   28.4967777778   0.4553        4.61506216181    1.50720398614   21.0   4.5138442E14      4.3381584321E21    1.04049777588E-7     -0.01320255    
  64.3756270889   28.5071944444   0.57283       4.66905535532    1.52156488277   22.0   5.67903662E14     4.388912034E21     1.29395088715E-7     -0.2744119     
  64.3756270889   28.5176111111   0.30046       4.76208424718    1.54866202848   21.0   2.97876044E14     4.47635919235E21   6.65442676068E-8     0.14037403     
  64.3756270889   28.5280277778   0.56784       4.7807527411     1.58424653616   19.0   5.62956576E14     4.49390757663E21   1.25271062299E-7     0.47473        
  64.3756270889   28.5384444444   0.46929       4.87950125367    1.61233733424   17.0   4.65254106E14     4.58673117845E21   1.01434788284E-7     0.59248        
  64.3756270889   28.5488611111   0.31671       4.59239662138    1.62198163052   13.0   3.13986294E14     4.3168528241E21    7.27350008894E-8     0.66057        
  64.3873836852   27.5280277778   0.43957       2.21890565665    1.49657317221   23.0   4.35789698E14     2.08577131725E21   2.08934553082E-7     0.151798       
  64.3873836852   27.5384444444   0.34189       2.29089275295    1.49692563036   21.0   3.38949746E14     2.15343918777E21   1.57399265289E-7     0.1005547      
