 
  ra              dec             W(C18O)     AV              AV_sig            AV_n   N(C18O)         N(H2)              X(C18O)            W(13CO)   AV_2            AV_sig_2        AV_n_2   N(13CO)         N(H2)_2                 X(13CO)           
  65.6923692317   26.7571966667   0.35377     4.2477666915    2.06756892771     24.0   3.50727578E14   3.99290069001E21   8.78377914275E-8   3.7853      4.34370397714   1.55262518913   23.0     3.75274642E15   4.08308173851E21        9.19096569781E-7  
  65.6923692317   26.7676133333   0.42072     4.49421009058   2.03005787336     22.0   4.17101808E14   4.22455748514E21   9.87326624071E-8   4.3118      4.60053434031   1.54893220425   21.0     4.27471852E15   4.32450227989E21        9.88487979271E-7  
  65.6923692317   26.77803        0.57438     4.5472683663    1.94856319657     19.0   5.69440332E14   4.27443226432E21   1.33220108961E-7   4.1215      4.5719505167    1.54849337234   20.0     4.0860551E15    4.2976334857E21         9.50768629665E-7  
  65.6923692317   26.7884466667   0.56001     4.51260014094   1.85900120388     16.0   5.55193914E14   4.24184413248E21   1.30885034117E-7   3.8409      4.48923586487   1.54306926865   18.0     3.80786826E15   4.21988171298E21        9.02363743584E-7  
  65.6923692317   26.7988633333   0.60716     4.34742853658   1.79868612109     15.0   6.01938424E14   4.08658282439E21   1.47296274141E-7   3.9671      4.3450998472    1.54031464654   17.0     3.93298294E15   4.08439385637E21        9.62929403556E-7  
  65.6923692317   26.80928        0.56658     4.03087090448   1.74447102354     13.0   5.61707412E14   3.78901865021E21   1.48246145996E-7   3.4444      3.80685167173   1.5219934842    16.0     3.41477816E15   3.57844057143E21        9.54264320405E-7  
  65.6923692317   26.8196966667   0.49256     3.65839035861   1.78880216993     14.0   4.88323984E14   3.4388869371E21    1.42000592905E-7   3.3723      3.51374039206   1.49379783642   13.0     3.34329822E15   3.30291596854E21        1.01222624246E-6  
  65.6923692317   26.8301133333   0.39978     2.96506902889   1.82201998667     12.0   3.96341892E14   2.78716488716E21   1.42202527675E-7   2.9864      3.01424400059   1.4619568716    14.0     2.96071696E15   2.83338936056E21        1.04493826412E-6  
  65.6923692317   26.84053        0.41843     2.61430051244   1.8111542481      13.0   4.14831502E14   2.45744248169E21   1.68806189805E-7   2.6281      2.73706445796   1.45291641013   14.0     2.60549834E15   2.57284059049E21        1.01269326582E-6  
  65.6923692317   26.8509466667   0.42245     2.64599292547   1.85595620201     14.0   4.1881693E14    2.48723334994E21   1.68386665453E-7   3.1343      2.80274283163   1.47984785801   13.0     3.10734502E15   2.63457826173E21        1.17944684549E-6  
  65.6923692317   26.8613633333   0.4107      2.71188146033   1.95393134919     16.0   4.0716798E14    2.54916857271E21   1.5972579623E-7    3.0072      2.87505831467   1.49847591365   16.0     2.98133808E15   2.70255481579E21        1.10315545223E-6  
  65.6923692317   26.87178        0.46885     2.76826673608   2.05104577157     16.0   4.6481789E14    2.60217073191E21   1.78626976431E-7   3.0355      2.89547418821   1.51528998554   16.0     3.0093947E15    2.72174573692E21        1.10568546473E-6  
  65.7041258282   26.5801133333   0.33782     1.66105976851   24.8774553919     20.0   3.34914748E14   1.5613961824E21    2.14496968659E-7   2.8943      1.75834735919   1.51204203052   20.0     2.86940902E15   1.65284651764E21        1.73604081769E-6  
  65.7041258282   26.59053        0.305       1.77240665441   14.7104723049     19.0   3.02377E14      1.66606225515E21   1.8149201752E-7    3.6773      1.91848715026   1.49834645267   18.0     3.64567522E15   1.80337792125E21        2.02158137629E-6  
  65.7041258282   26.6009466667   0.39215     1.75006038924   1.65322567102     19.0   3.8877751E14    1.64505676588E21   2.36330756521E-7   3.7977      1.83195321118   1.48430366643   18.0     3.76503978E15   1.7220360185E21         2.18638851891E-6  
  65.7041258282   26.6113633333   0.26363     1.73753874346   1.33234822388     18.0   2.61362782E14   1.63328641886E21   1.6002262615E-7    3.5361      1.83672830595   1.49242176416   17.0     3.50568954E15   1.7265246076E21         2.03048918305E-6  
  65.7041258282   26.62178        0.21188     1.80477469912   1.02672632966     20.0   2.10057832E14   1.69648821717E21   1.23819210693E-7   3.6509      1.89088590525   1.49930658847   19.0     3.61950226E15   1.77743275094E21        2.03636523412E-6  
  65.7041258282   26.6321966667   0.22214     1.9097759446    0.849287258466    18.0   2.20229596E14   1.79518938792E21   1.22677639185E-7   3.7859      1.95647708825   1.50939013427   17.0     3.75334126E15   1.83908846295E21        2.04087042881E-6  
  65.7041258282   26.6426133333   0.13419     2.18704222429   0.958603729307    20.0   1.33035966E14   2.05581969083E21   6.47118843123E-8   3.9463      2.31355123492   1.5311976385    19.0     3.91236182E15   2.17473816083E21        1.79900361822E-6  
  65.7041258282   26.65303        0.17917     2.41802534372   1.30501695888     20.0   1.77629138E14   2.2729438231E21    7.81493744787E-8   4.2219      2.51025495981   1.53421836422   20.0     4.18559166E15   2.35963966222E21        1.77382662574E-6  
  65.7041258282   26.6634466667   0.34308     2.60212964886   1.70672898016     19.0   3.40129512E14   2.44600186992E21   1.39055295166E-7   4.1737      2.64622268482   1.53371687006   19.0     4.13780618E15   2.48744932373E21        1.66347355925E-6  
  65.7041258282   26.6738633333   0.45332     2.81108236637   2.79291589329     19.0   4.49421448E14   2.64241742439E21   1.70079656549E-7   4.0624      2.80420013089   1.53534131902   20.0     4.02746336E15   2.63594812304E21        1.52789932579E-6  
  65.7041258282   26.68428        0.274       2.93989528864   3.4821381662      19.0   2.716436E14     2.76350157132E21   9.8296886392E-8    4.0601      3.09297315087   1.5342716093    21.0     4.02518314E15   2.90739476182E21        1.38446391693E-6  
  65.7041258282   26.6946966667   0.22632     3.15144769403   4.2327926516      20.0   2.24373648E14   2.96236083238E21   7.57414983169E-8   4.07        3.25268751651   1.53963555034   20.0     4.034998E15     3.05752626552E21        1.31969365088E-6  
  65.7041258282   26.7051133333   0.22106     3.40473456269   4.62015897748     21.0   2.19158884E14   3.20045048892E21   6.84775111374E-8   3.835       3.47817464837   1.54583851226   20.0     3.802019E15     3.26948416947E21        1.16288038202E-6  
  65.7041258282   26.71553        0.23732     3.54027956543   4.22461016827     23.0   2.35279048E14   3.32786279151E21   7.06997441723E-8   3.757       3.58898280982   1.54216459861   22.0     3.7246898E15    3.37364384123E21        1.10405542947E-6  
  65.7041258282   26.7259466667   0.39767     3.77147124324   3.61586589884     21.0   3.94250038E14   3.54518296864E21   1.11207246985E-7   3.0413      3.91822267969   1.53883426039   20.0     3.01514482E15   3.68312931891E21        8.1863669693E-7   
  65.7041258282   26.7363633333   0.46072     3.91938984499   2.95999390226     20.0   4.56757808E14   3.68422645429E21   1.23976583325E-7   3.1384      4.03775758634   1.5361348088    21.0     3.11140976E15   3.79549213116E21        8.19764513397E-7  
  65.7041258282   26.74678        0.41714     4.11195674627   2.46691859695     27.0   4.13552596E14   3.8652393415E21    1.06992752444E-7   3.4138      4.17041168923   1.53365308832   25.0     3.38444132E15   3.92018698787E21        8.63336705741E-7  
  65.7041258282   26.7571966667   0.39862     4.3497143845    2.03337919419     29.0   3.95191868E14   4.08873152143E21   9.66539049895E-8   4.0165      4.38462597197   1.53163669117   26.0     3.9819581E15    4.12154841365E21        9.66131584627E-7  
  65.7041258282   26.7676133333   0.47652     4.48554545196   2.04675433236     28.0   4.72421928E14   4.21641272484E21   1.12043568509E-7   4.1323      4.45627121682   1.52481575916   25.0     4.09676222E15   4.18889494382E21        9.78005482341E-7  
  65.7041258282   26.77803        0.53988     4.41886824524   2.00223918828     26.0   5.35237032E14   4.15373615052E21   1.28856771977E-7   3.702       4.38291834687   1.52210868684   24.0     3.6701628E15    4.11994324606E21        8.90828484958E-7  
  65.7041258282   26.7884466667   0.51804     4.28449166626   1.92444073347     24.0   5.13584856E14   4.02742216629E21   1.27521981753E-7   3.5465      4.24665777582   1.51611614668   23.0     3.5160001E15    3.99185830927E21        8.80792810666E-7  
  65.7041258282   26.7988633333   0.58263     4.10975954005   1.84779315354     23.0   5.77619382E14   3.86317396765E21   1.4951938143E-7    3.7027      4.10980015357   1.51345382994   22.0     3.67085678E15   3.86321214435E21        9.50208438687E-7  
  65.7041258282   26.80928        0.57336     3.8130939329    1.76184261584     21.0   5.68429104E14   3.58430829692E21   1.58588228721E-7   3.2315      3.66990551318   1.50025016833   20.0     3.2037091E15    3.44971118239E21        9.2868907877E-7   
  65.7041258282   26.8196966667   0.49655     3.56463634898   1.74523153006     21.0   4.9227967E14    3.35075816804E21   1.4691590539E-7    3.0354      3.43867411689   1.47884551095   18.0     3.00929556E15   3.23235366987E21        9.3099204708E-7   
  65.7041258282   26.8301133333   0.38775     3.11420397524   1.75609915413     17.0   3.8441535E14    2.92735173672E21   1.31318469584E-7   3.1313      3.14005588611   1.45859037522   17.0     3.10437082E15   2.95165253295E21        1.05173992716E-6  
  65.7041258282   26.84053        0.33389     2.95975787598   1.8009747795      15.0   3.31018546E14   2.78217240342E21   1.18978444899E-7   2.834       2.99799791438   1.45533866845   16.0     2.8096276E15    2.81811803952E21        9.96987195214E-7  
  65.7041258282   26.8509466667   0.38433     3.05125657401   1.87148922984     15.0   3.81024762E14   2.86818117956E21   1.32845429959E-7   2.5768      3.09135066424   1.48444802773   15.0     2.55463952E15   2.90586962438E21        8.79130811157E-7  
  65.7041258282   26.8613633333   0.43003     3.05574800683   1.99297750663     18.0   4.26331742E14   2.87240312642E21   1.48423366511E-7   2.6978      3.12622778841   1.50023013169   18.0     2.67459892E15   2.9386541211E21         9.10144171372E-7  
  65.7041258282   26.87178        0.48989     3.05296167971   2.14707802109     17.0   4.85676946E14   2.86978397893E21   1.69238155055E-7   2.9685      3.10374594551   1.51559270093   17.0     2.9429709E15    2.91752118878E21        1.0087230596E-6   
  65.7158824247   26.5801133333   0.36525     1.90916675364   19.4695595279     22.0   3.6210885E14    1.79461674842E21   2.01775030975E-7   3.195       1.90905884788   1.50042388232   22.0     3.167523E15     1.79451531701E21        1.76511338186E-6  
  65.7158824247   26.59053        0.42587     2.06909543882   11.9614330422     21.0   4.22207518E14   1.94494971249E21   2.17078886559E-7   3.7683      2.0787907251    1.49263528067   20.0     3.73589262E15   1.9540632816E21         1.91185856425E-6  
  65.7158824247   26.6009466667   0.46911     2.05701530026   1.99894684725     19.0   4.65075654E14   1.93359438224E21   2.40523895948E-7   3.9234      2.03120171722   1.47311305872   18.0     3.88965876E15   1.90932961419E21        2.03718558131E-6  
  65.7158824247   26.6113633333   0.30526     2.06082161606   1.90845490703     17.0   3.02634764E14   1.9371723191E21    1.56225009523E-7   3.7386      2.04765573418   1.47493795707   16.0     3.70644804E15   1.92479639013E21        1.92563122988E-6  
  65.7158824247   26.62178        0.24187     2.12301119127   1.70217914941     17.0   2.39789918E14   1.9956305198E21    1.20157471847E-7   3.8052      2.12289633855   1.47809919731   17.0     3.77247528E15   1.99552255823E21        1.89046987439E-6  
  65.7158824247   26.6321966667   0.10746     2.25266486403   1.51525976642     13.0   1.06535844E14   2.11750497219E21   5.03119687553E-8   4.0771      2.20793177555   1.48684317724   14.0     4.04203694E15   2.07545586902E21        1.94754174268E-6  
  65.7158824247   26.6426133333   0.0620015   2.53272997167   1.49442929335     15.0   6.14682871E13   2.38076617337E21   2.58186997898E-8   4.3776      2.61664053761   1.51315709217   15.0     4.33995264E15   2.45964210535E21        1.76446509456E-6  
  65.7158824247   26.65303        0.36837     2.78869569256   1.59895562824     16.0   3.65202018E14   2.621373951E21     1.39317024136E-7   4.3761      2.82206053756   1.51829471945   16.0     4.33846554E15   2.65273690531E21        1.63546770557E-6  
  65.7158824247   26.6634466667   0.47362     2.92955607799   1.80445148614     15.0   4.69546868E14   2.75378271331E21   1.70509773967E-7   4.3126      2.92944043221   1.51812239898   15.0     4.27551164E15   2.75367400628E21        1.55265715195E-6  
  65.7158824247   26.6738633333   0.44031     3.12616536168   2.05494103893     14.0   4.36523334E14   2.93859543998E21   1.48548292174E-7   4.1815      3.09079913102   1.52040506423   15.0     4.1455391E15    2.90535118316E21        1.42686334238E-6  
  65.7158824247   26.68428        0.39211     3.25092997931   2.03653274584     16.0   3.88737854E14   3.05587418055E21   1.27210032558E-7   4.3387      3.40486716399   1.52271062135   18.0     4.30138718E15   3.20057513415E21        1.34394194784E-6  
  65.7158824247   26.6946966667   0.32319     3.54089944452   2.00882497876     18.0   3.20410566E14   3.32844547785E21   9.62643276365E-8   4.6898      3.59082967706   1.52952159058   18.0     4.64946772E15   3.37537989644E21        1.3774650151E-6   
  65.7158824247   26.7051133333   0.27849     3.82018063665   1.92476459344     19.0   2.76094986E14   3.59096979845E21   7.68859114658E-8   4.5597      3.82005235936   1.53524324791   19.0     4.52048658E15   3.5908492178E21         1.25889067065E-6  
  65.7158824247   26.71553        0.35679     3.92833731447   1.8522000477      23.0   3.53721606E14   3.6926370756E21    9.57910562988E-8   4.5434      3.91180770897   1.53053873099   21.0     4.50432676E15   3.67709924643E21        1.22496741538E-6  
  65.7158824247   26.7259466667   0.46573     4.0761495581    1.82822607273     21.0   4.61724722E14   3.83158058462E21   1.20505027052E-7   3.6963      4.0943398543    1.52385311622   21.0     3.66451182E15   3.84867946304E21        9.52147835431E-7  
  65.7158824247   26.7363633333   0.46022     4.10697404955   1.85106290954     19.0   4.56262108E14   3.86055560658E21   1.18185607072E-7   3.3919      4.13153415391   1.52043839434   22.0     3.36272966E15   3.88364210468E21        8.65870121232E-7  
  65.7158824247   26.74678        0.38345     4.11297056009   1.91510159735     28.0   3.8015233E14    3.86619232649E21   9.83273199824E-8   3.3631      4.11299493641   1.51421881073   28.0     3.33417734E15   3.86621524022E21        8.62387925357E-7  
  65.7158824247   26.7571966667   0.39179     4.11518293893   1.98351467111     31.0   3.88420606E14   3.8682719626E21    1.00411917713E-7   3.9451      4.13911405792   1.5098589664    30.0     3.91117214E15   3.89076721445E21        1.0052444478E-6   
  65.7158824247   26.7676133333   0.42771     4.08334188643   2.02769424229     29.0   4.24031694E14   3.83834137325E21   1.10472637206E-7   3.7861      3.99081389565   1.49889062288   29.0     3.75353954E15   3.75136506191E21        1.00057964982E-6  
